from,to,cosine_similarity
ce2e102d5599f55deb33454fb419c876,be9b2b2b8a1396f15bb362cd8068130d,0.6957333
ce2e102d5599f55deb33454fb419c876,3db735deea9e134442d9bf93adf52b98,0.54784
ce2e102d5599f55deb33454fb419c876,b9b0d15647624e0fc1451a0de00e487a,0.10835134
ce2e102d5599f55deb33454fb419c876,d3c022089149fd9f472a4d742703323c,0.18147558
ce2e102d5599f55deb33454fb419c876,9e90c5f7d4d56729c17c725cb7565e12,-0.07866886
ce2e102d5599f55deb33454fb419c876,18334dc829a22259d808b43e1d029824,0.21239224
ce2e102d5599f55deb33454fb419c876,7e02b11cd79d13c0d77ab8370076df3b,0.48288983
17c696661b82940b24d3713a81aaf7b8,d5d156772823c8ae2383e9b610a796ce,0.06536224
17c696661b82940b24d3713a81aaf7b8,0162518c50d63d5ce740ce27822699d3,0.02815784
17c696661b82940b24d3713a81aaf7b8,ce2e102d5599f55deb33454fb419c876,0.07215811
17c696661b82940b24d3713a81aaf7b8,17c696661b82940b24d3713a81aaf7b8,1.0
17c696661b82940b24d3713a81aaf7b8,c90e83422cc8effdf075201fe94dfdfc,0.6662078
17c696661b82940b24d3713a81aaf7b8,430f1e374f8dfcf5c4e7d587084229b7,-0.06711196
17c696661b82940b24d3713a81aaf7b8,ec5396c1c5b1dee5677e6cd32a8fc0b4,0.72493297
17c696661b82940b24d3713a81aaf7b8,46931c05e760dcd7d8bae2aa64de1409,-0.024154143
17c696661b82940b24d3713a81aaf7b8,ef83a97a257bcd14b040368d433057dd,0.8793028
17c696661b82940b24d3713a81aaf7b8,62b14a488e0daecbbc419196ad68483e,0.21781057
17c696661b82940b24d3713a81aaf7b8,a905392f211911702c077cc6d68b79a7,0.4462916
17c696661b82940b24d3713a81aaf7b8,9a29c7072d4445705c268b0616b42c41,0.7538051
17c696661b82940b24d3713a81aaf7b8,f0afc9484be0813bf9d6a71ee6dba0a2,0.8797511
17c696661b82940b24d3713a81aaf7b8,be9b2b2b8a1396f15bb362cd8068130d,0.04268315
17c696661b82940b24d3713a81aaf7b8,3db735deea9e134442d9bf93adf52b98,0.18981953
17c696661b82940b24d3713a81aaf7b8,b9b0d15647624e0fc1451a0de00e487a,0.22375377
17c696661b82940b24d3713a81aaf7b8,d3c022089149fd9f472a4d742703323c,0.38049605
17c696661b82940b24d3713a81aaf7b8,9e90c5f7d4d56729c17c725cb7565e12,0.82132065
17c696661b82940b24d3713a81aaf7b8,18334dc829a22259d808b43e1d029824,0.025792629
17c696661b82940b24d3713a81aaf7b8,7e02b11cd79d13c0d77ab8370076df3b,0.23025136
c90e83422cc8effdf075201fe94dfdfc,d5d156772823c8ae2383e9b610a796ce,-0.2592727
c90e83422cc8effdf075201fe94dfdfc,0162518c50d63d5ce740ce27822699d3,-0.21578325
c90e83422cc8effdf075201fe94dfdfc,ce2e102d5599f55deb33454fb419c876,-0.112036355
c90e83422cc8effdf075201fe94dfdfc,17c696661b82940b24d3713a81aaf7b8,0.6662078
c90e83422cc8effdf075201fe94dfdfc,c90e83422cc8effdf075201fe94dfdfc,1.0
c90e83422cc8effdf075201fe94dfdfc,430f1e374f8dfcf5c4e7d587084229b7,0.026991894
c90e83422cc8effdf075201fe94dfdfc,ec5396c1c5b1dee5677e6cd32a8fc0b4,0.45233932
c90e83422cc8effdf075201fe94dfdfc,46931c05e760dcd7d8bae2aa64de1409,0.12622221
c90e83422cc8effdf075201fe94dfdfc,ef83a97a257bcd14b040368d433057dd,0.7225892
c90e83422cc8effdf075201fe94dfdfc,62b14a488e0daecbbc419196ad68483e,-0.022972884
c90e83422cc8effdf075201fe94dfdfc,a905392f211911702c077cc6d68b79a7,0.13221902
c90e83422cc8effdf075201fe94dfdfc,9a29c7072d4445705c268b0616b42c41,0.50721395
c90e83422cc8effdf075201fe94dfdfc,f0afc9484be0813bf9d6a71ee6dba0a2,0.8476051
c90e83422cc8effdf075201fe94dfdfc,be9b2b2b8a1396f15bb362cd8068130d,-0.15260278
c90e83422cc8effdf075201fe94dfdfc,3db735deea9e134442d9bf93adf52b98,-0.07561434
c90e83422cc8effdf075201fe94dfdfc,b9b0d15647624e0fc1451a0de00e487a,0.55062354
c90e83422cc8effdf075201fe94dfdfc,d3c022089149fd9f472a4d742703323c,-0.04471031
c90e83422cc8effdf075201fe94dfdfc,9e90c5f7d4d56729c17c725cb7565e12,0.89643323
c90e83422cc8effdf075201fe94dfdfc,18334dc829a22259d808b43e1d029824,0.026236752
c90e83422cc8effdf075201fe94dfdfc,7e02b11cd79d13c0d77ab8370076df3b,-0.22022323
430f1e374f8dfcf5c4e7d587084229b7,d5d156772823c8ae2383e9b610a796ce,0.08084486
430f1e374f8dfcf5c4e7d587084229b7,0162518c50d63d5ce740ce27822699d3,0.49612525
430f1e374f8dfcf5c4e7d587084229b7,ce2e102d5599f55deb33454fb419c876,0.47152686
430f1e374f8dfcf5c4e7d587084229b7,17c696661b82940b24d3713a81aaf7b8,-0.06711196
430f1e374f8dfcf5c4e7d587084229b7,c90e83422cc8effdf075201fe94dfdfc,0.026991894
430f1e374f8dfcf5c4e7d587084229b7,430f1e374f8dfcf5c4e7d587084229b7,1.0
430f1e374f8dfcf5c4e7d587084229b7,ec5396c1c5b1dee5677e6cd32a8fc0b4,-0.12513103
430f1e374f8dfcf5c4e7d587084229b7,46931c05e760dcd7d8bae2aa64de1409,0.20432092
430f1e374f8dfcf5c4e7d587084229b7,ef83a97a257bcd14b040368d433057dd,-0.113959216
430f1e374f8dfcf5c4e7d587084229b7,62b14a488e0daecbbc419196ad68483e,0.23003078
430f1e374f8dfcf5c4e7d587084229b7,a905392f211911702c077cc6d68b79a7,0.120374344
430f1e374f8dfcf5c4e7d587084229b7,9a29c7072d4445705c268b0616b42c41,-0.06210325
430f1e374f8dfcf5c4e7d587084229b7,f0afc9484be0813bf9d6a71ee6dba0a2,-0.10331348
430f1e374f8dfcf5c4e7d587084229b7,be9b2b2b8a1396f15bb362cd8068130d,0.52336144
430f1e374f8dfcf5c4e7d587084229b7,3db735deea9e134442d9bf93adf52b98,0.13511476
430f1e374f8dfcf5c4e7d587084229b7,b9b0d15647624e0fc1451a0de00e487a,0.27971566
430f1e374f8dfcf5c4e7d587084229b7,d3c022089149fd9f472a4d742703323c,-0.0912826
430f1e374f8dfcf5c4e7d587084229b7,9e90c5f7d4d56729c17c725cb7565e12,-0.057539042
430f1e374f8dfcf5c4e7d587084229b7,18334dc829a22259d808b43e1d029824,0.31937113
430f1e374f8dfcf5c4e7d587084229b7,7e02b11cd79d13c0d77ab8370076df3b,-0.03138067
ec5396c1c5b1dee5677e6cd32a8fc0b4,d5d156772823c8ae2383e9b610a796ce,0.34524113
ec5396c1c5b1dee5677e6cd32a8fc0b4,0162518c50d63d5ce740ce27822699d3,0.022775479
ec5396c1c5b1dee5677e6cd32a8fc0b4,ce2e102d5599f55deb33454fb419c876,0.13397537
ec5396c1c5b1dee5677e6cd32a8fc0b4,17c696661b82940b24d3713a81aaf7b8,0.72493297
ec5396c1c5b1dee5677e6cd32a8fc0b4,c90e83422cc8effdf075201fe94dfdfc,0.45233932
ec5396c1c5b1dee5677e6cd32a8fc0b4,430f1e374f8dfcf5c4e7d587084229b7,-0.12513103
ec5396c1c5b1dee5677e6cd32a8fc0b4,ec5396c1c5b1dee5677e6cd32a8fc0b4,1.0
ec5396c1c5b1dee5677e6cd32a8fc0b4,46931c05e760dcd7d8bae2aa64de1409,-0.05088075
ec5396c1c5b1dee5677e6cd32a8fc0b4,ef83a97a257bcd14b040368d433057dd,0.80273604
ec5396c1c5b1dee5677e6cd32a8fc0b4,62b14a488e0daecbbc419196ad68483e,-0.08160839
ec5396c1c5b1dee5677e6cd32a8fc0b4,a905392f211911702c077cc6d68b79a7,0.7069872
ec5396c1c5b1dee5677e6cd32a8fc0b4,9a29c7072d4445705c268b0616b42c41,0.47706184
ec5396c1c5b1dee5677e6cd32a8fc0b4,f0afc9484be0813bf9d6a71ee6dba0a2,0.67369646
ec5396c1c5b1dee5677e6cd32a8fc0b4,be9b2b2b8a1396f15bb362cd8068130d,0.07706222
ec5396c1c5b1dee5677e6cd32a8fc0b4,3db735deea9e134442d9bf93adf52b98,0.41288763
ec5396c1c5b1dee5677e6cd32a8fc0b4,b9b0d15647624e0fc1451a0de00e487a,-0.05858708
ec5396c1c5b1dee5677e6cd32a8fc0b4,d3c022089149fd9f472a4d742703323c,0.7440847
ec5396c1c5b1dee5677e6cd32a8fc0b4,9e90c5f7d4d56729c17c725cb7565e12,0.53481245
ec5396c1c5b1dee5677e6cd32a8fc0b4,18334dc829a22259d808b43e1d029824,0.091304675
ec5396c1c5b1dee5677e6cd32a8fc0b4,7e02b11cd79d13c0d77ab8370076df3b,0.62017095
46931c05e760dcd7d8bae2aa64de1409,d5d156772823c8ae2383e9b610a796ce,-0.022925204
46931c05e760dcd7d8bae2aa64de1409,0162518c50d63d5ce740ce27822699d3,0.12307061
46931c05e760dcd7d8bae2aa64de1409,ce2e102d5599f55deb33454fb419c876,0.08457478
46931c05e760dcd7d8bae2aa64de1409,17c696661b82940b24d3713a81aaf7b8,-0.024154143
46931c05e760dcd7d8bae2aa64de1409,c90e83422cc8effdf075201fe94dfdfc,0.12622221
46931c05e760dcd7d8bae2aa64de1409,430f1e374f8dfcf5c4e7d587084229b7,0.20432092
46931c05e760dcd7d8bae2aa64de1409,ec5396c1c5b1dee5677e6cd32a8fc0b4,-0.05088075
46931c05e760dcd7d8bae2aa64de1409,46931c05e760dcd7d8bae2aa64de1409,1.0
46931c05e760dcd7d8bae2aa64de1409,ef83a97a257bcd14b040368d433057dd,0.01802641
46931c05e760dcd7d8bae2aa64de1409,62b14a488e0daecbbc419196ad68483e,0.09939796
46931c05e760dcd7d8bae2aa64de1409,a905392f211911702c077cc6d68b79a7,-0.035616238
46931c05e760dcd7d8bae2aa64de1409,9a29c7072d4445705c268b0616b42c41,-0.07706566
46931c05e760dcd7d8bae2aa64de1409,f0afc9484be0813bf9d6a71ee6dba0a2,-0.0008853393
46931c05e760dcd7d8bae2aa64de1409,be9b2b2b8a1396f15bb362cd8068130d,0.040573336
46931c05e760dcd7d8bae2aa64de1409,3db735deea9e134442d9bf93adf52b98,-0.2712227
46931c05e760dcd7d8bae2aa64de1409,b9b0d15647624e0fc1451a0de00e487a,0.15469085
46931c05e760dcd7d8bae2aa64de1409,d3c022089149fd9f472a4d742703323c,-0.13246442
46931c05e760dcd7d8bae2aa64de1409,9e90c5f7d4d56729c17c725cb7565e12,0.1157336
46931c05e760dcd7d8bae2aa64de1409,18334dc829a22259d808b43e1d029824,0.23080924
46931c05e760dcd7d8bae2aa64de1409,7e02b11cd79d13c0d77ab8370076df3b,-0.16954395
ef83a97a257bcd14b040368d433057dd,d5d156772823c8ae2383e9b610a796ce,0.16548657
ef83a97a257bcd14b040368d433057dd,0162518c50d63d5ce740ce27822699d3,0.0021024544
ef83a97a257bcd14b040368d433057dd,ce2e102d5599f55deb33454fb419c876,0.15038061
ef83a97a257bcd14b040368d433057dd,17c696661b82940b24d3713a81aaf7b8,0.8793028
ef83a97a257bcd14b040368d433057dd,c90e83422cc8effdf075201fe94dfdfc,0.7225892
ef83a97a257bcd14b040368d433057dd,430f1e374f8dfcf5c4e7d587084229b7,-0.113959216
ef83a97a257bcd14b040368d433057dd,ec5396c1c5b1dee5677e6cd32a8fc0b4,0.80273604
ef83a97a257bcd14b040368d433057dd,46931c05e760dcd7d8bae2aa64de1409,0.01802641
ef83a97a257bcd14b040368d433057dd,ef83a97a257bcd14b040368d433057dd,1.0
ef83a97a257bcd14b040368d433057dd,62b14a488e0daecbbc419196ad68483e,0.09171506
ef83a97a257bcd14b040368d433057dd,a905392f211911702c077cc6d68b79a7,0.5157878
ef83a97a257bcd14b040368d433057dd,9a29c7072d4445705c268b0616b42c41,0.6068386
ef83a97a257bcd14b040368d433057dd,f0afc9484be0813bf9d6a71ee6dba0a2,0.89659965
ef83a97a257bcd14b040368d433057dd,be9b2b2b8a1396f15bb362cd8068130d,0.07002533
ef83a97a257bcd14b040368d433057dd,3db735deea9e134442d9bf93adf52b98,0.2893222
ef83a97a257bcd14b040368d433057dd,b9b0d15647624e0fc1451a0de00e487a,0.18930104
ef83a97a257bcd14b040368d433057dd,d3c022089149fd9f472a4d742703323c,0.42150435
ef83a97a257bcd14b040368d433057dd,9e90c5f7d4d56729c17c725cb7565e12,0.8018362
ef83a97a257bcd14b040368d433057dd,18334dc829a22259d808b43e1d029824,0.091832675
ef83a97a257bcd14b040368d433057dd,7e02b11cd79d13c0d77ab8370076df3b,0.30091664
62b14a488e0daecbbc419196ad68483e,d5d156772823c8ae2383e9b610a796ce,-0.0057672625
62b14a488e0daecbbc419196ad68483e,0162518c50d63d5ce740ce27822699d3,0.5060058
62b14a488e0daecbbc419196ad68483e,ce2e102d5599f55deb33454fb419c876,0.3718751
62b14a488e0daecbbc419196ad68483e,17c696661b82940b24d3713a81aaf7b8,0.21781057
62b14a488e0daecbbc419196ad68483e,c90e83422cc8effdf075201fe94dfdfc,-0.022972884
62b14a488e0daecbbc419196ad68483e,430f1e374f8dfcf5c4e7d587084229b7,0.23003078
62b14a488e0daecbbc419196ad68483e,ec5396c1c5b1dee5677e6cd32a8fc0b4,-0.08160839
62b14a488e0daecbbc419196ad68483e,46931c05e760dcd7d8bae2aa64de1409,0.09939796
62b14a488e0daecbbc419196ad68483e,ef83a97a257bcd14b040368d433057dd,0.09171506
62b14a488e0daecbbc419196ad68483e,62b14a488e0daecbbc419196ad68483e,1.0
62b14a488e0daecbbc419196ad68483e,a905392f211911702c077cc6d68b79a7,-0.28669786
62b14a488e0daecbbc419196ad68483e,9a29c7072d4445705c268b0616b42c41,0.49073866
62b14a488e0daecbbc419196ad68483e,f0afc9484be0813bf9d6a71ee6dba0a2,0.18429871
62b14a488e0daecbbc419196ad68483e,be9b2b2b8a1396f15bb362cd8068130d,0.33444494
62b14a488e0daecbbc419196ad68483e,3db735deea9e134442d9bf93adf52b98,-0.22918594
62b14a488e0daecbbc419196ad68483e,b9b0d15647624e0fc1451a0de00e487a,-0.07722501
62b14a488e0daecbbc419196ad68483e,d3c022089149fd9f472a4d742703323c,-0.28473455
62b14a488e0daecbbc419196ad68483e,9e90c5f7d4d56729c17c725cb7565e12,0.08507066
62b14a488e0daecbbc419196ad68483e,18334dc829a22259d808b43e1d029824,-0.14778411
62b14a488e0daecbbc419196ad68483e,7e02b11cd79d13c0d77ab8370076df3b,-0.15824959
a905392f211911702c077cc6d68b79a7,d5d156772823c8ae2383e9b610a796ce,0.37904462
a905392f211911702c077cc6d68b79a7,0162518c50d63d5ce740ce27822699d3,0.1552401
a905392f211911702c077cc6d68b79a7,ce2e102d5599f55deb33454fb419c876,0.25348493
a905392f211911702c077cc6d68b79a7,17c696661b82940b24d3713a81aaf7b8,0.4462916
a905392f211911702c077cc6d68b79a7,c90e83422cc8effdf075201fe94dfdfc,0.13221902
a905392f211911702c077cc6d68b79a7,430f1e374f8dfcf5c4e7d587084229b7,0.120374344
a905392f211911702c077cc6d68b79a7,ec5396c1c5b1dee5677e6cd32a8fc0b4,0.7069872
a905392f211911702c077cc6d68b79a7,46931c05e760dcd7d8bae2aa64de1409,-0.035616238
a905392f211911702c077cc6d68b79a7,ef83a97a257bcd14b040368d433057dd,0.5157878
a905392f211911702c077cc6d68b79a7,62b14a488e0daecbbc419196ad68483e,-0.28669786
a905392f211911702c077cc6d68b79a7,a905392f211911702c077cc6d68b79a7,1.0
a905392f211911702c077cc6d68b79a7,9a29c7072d4445705c268b0616b42c41,0.09060733
a905392f211911702c077cc6d68b79a7,f0afc9484be0813bf9d6a71ee6dba0a2,0.29917014
a905392f211911702c077cc6d68b79a7,be9b2b2b8a1396f15bb362cd8068130d,0.27961552
a905392f211911702c077cc6d68b79a7,3db735deea9e134442d9bf93adf52b98,0.65256065
a905392f211911702c077cc6d68b79a7,b9b0d15647624e0fc1451a0de00e487a,0.10389284
a905392f211911702c077cc6d68b79a7,d3c022089149fd9f472a4d742703323c,0.8581379
a905392f211911702c077cc6d68b79a7,9e90c5f7d4d56729c17c725cb7565e12,0.22951242
a905392f211911702c077cc6d68b79a7,18334dc829a22259d808b43e1d029824,0.24402618
a905392f211911702c077cc6d68b79a7,7e02b11cd79d13c0d77ab8370076df3b,0.7598467
9a29c7072d4445705c268b0616b42c41,d5d156772823c8ae2383e9b610a796ce,-0.14608623
9a29c7072d4445705c268b0616b42c41,0162518c50d63d5ce740ce27822699d3,-0.040156137
9a29c7072d4445705c268b0616b42c41,ce2e102d5599f55deb33454fb419c876,-0.07586343
9a29c7072d4445705c268b0616b42c41,17c696661b82940b24d3713a81aaf7b8,0.7538051
9a29c7072d4445705c268b0616b42c41,c90e83422cc8effdf075201fe94dfdfc,0.50721395
9a29c7072d4445705c268b0616b42c41,430f1e374f8dfcf5c4e7d587084229b7,-0.06210325
9a29c7072d4445705c268b0616b42c41,ec5396c1c5b1dee5677e6cd32a8fc0b4,0.47706184
9a29c7072d4445705c268b0616b42c41,46931c05e760dcd7d8bae2aa64de1409,-0.07706566
9a29c7072d4445705c268b0616b42c41,ef83a97a257bcd14b040368d433057dd,0.6068386
9a29c7072d4445705c268b0616b42c41,62b14a488e0daecbbc419196ad68483e,0.49073866
9a29c7072d4445705c268b0616b42c41,a905392f211911702c077cc6d68b79a7,0.09060733
9a29c7072d4445705c268b0616b42c41,9a29c7072d4445705c268b0616b42c41,1.0
9a29c7072d4445705c268b0616b42c41,f0afc9484be0813bf9d6a71ee6dba0a2,0.7292755
9a29c7072d4445705c268b0616b42c41,be9b2b2b8a1396f15bb362cd8068130d,-0.13879162
9a29c7072d4445705c268b0616b42c41,3db735deea9e134442d9bf93adf52b98,-0.13092913
9a29c7072d4445705c268b0616b42c41,b9b0d15647624e0fc1451a0de00e487a,-0.028922671
9a29c7072d4445705c268b0616b42c41,d3c022089149fd9f472a4d742703323c,0.12176393
9a29c7072d4445705c268b0616b42c41,9e90c5f7d4d56729c17c725cb7565e12,0.61404884
9a29c7072d4445705c268b0616b42c41,18334dc829a22259d808b43e1d029824,-0.20275536
9a29c7072d4445705c268b0616b42c41,7e02b11cd79d13c0d77ab8370076df3b,-0.053673655
f0afc9484be0813bf9d6a71ee6dba0a2,d5d156772823c8ae2383e9b610a796ce,-0.05513374
f0afc9484be0813bf9d6a71ee6dba0a2,0162518c50d63d5ce740ce27822699d3,-0.043252822
f0afc9484be0813bf9d6a71ee6dba0a2,ce2e102d5599f55deb33454fb419c876,0.0029721968
f0afc9484be0813bf9d6a71ee6dba0a2,17c696661b82940b24d3713a81aaf7b8,0.8797511
f0afc9484be0813bf9d6a71ee6dba0a2,c90e83422cc8effdf075201fe94dfdfc,0.8476051
f0afc9484be0813bf9d6a71ee6dba0a2,430f1e374f8dfcf5c4e7d587084229b7,-0.10331348
f0afc9484be0813bf9d6a71ee6dba0a2,ec5396c1c5b1dee5677e6cd32a8fc0b4,0.67369646
f0afc9484be0813bf9d6a71ee6dba0a2,46931c05e760dcd7d8bae2aa64de1409,-0.0008853393
f0afc9484be0813bf9d6a71ee6dba0a2,ef83a97a257bcd14b040368d433057dd,0.89659965
f0afc9484be0813bf9d6a71ee6dba0a2,62b14a488e0daecbbc419196ad68483e,0.18429871
f0afc9484be0813bf9d6a71ee6dba0a2,a905392f211911702c077cc6d68b79a7,0.29917014
f0afc9484be0813bf9d6a71ee6dba0a2,9a29c7072d4445705c268b0616b42c41,0.7292755
f0afc9484be0813bf9d6a71ee6dba0a2,f0afc9484be0813bf9d6a71ee6dba0a2,1.0
f0afc9484be0813bf9d6a71ee6dba0a2,be9b2b2b8a1396f15bb362cd8068130d,-0.050218787
f0afc9484be0813bf9d6a71ee6dba0a2,3db735deea9e134442d9bf93adf52b98,0.05927658
f0afc9484be0813bf9d6a71ee6dba0a2,b9b0d15647624e0fc1451a0de00e487a,0.29651266
f0afc9484be0813bf9d6a71ee6dba0a2,d3c022089149fd9f472a4d742703323c,0.19725089
f0afc9484be0813bf9d6a71ee6dba0a2,9e90c5f7d4d56729c17c725cb7565e12,0.87286127
f0afc9484be0813bf9d6a71ee6dba0a2,18334dc829a22259d808b43e1d029824,-0.026590234
f0afc9484be0813bf9d6a71ee6dba0a2,7e02b11cd79d13c0d77ab8370076df3b,0.04868598
be9b2b2b8a1396f15bb362cd8068130d,d5d156772823c8ae2383e9b610a796ce,0.49768472
be9b2b2b8a1396f15bb362cd8068130d,0162518c50d63d5ce740ce27822699d3,0.7821274
be9b2b2b8a1396f15bb362cd8068130d,ce2e102d5599f55deb33454fb419c876,0.6957333
be9b2b2b8a1396f15bb362cd8068130d,17c696661b82940b24d3713a81aaf7b8,0.04268315
be9b2b2b8a1396f15bb362cd8068130d,c90e83422cc8effdf075201fe94dfdfc,-0.15260278
be9b2b2b8a1396f15bb362cd8068130d,430f1e374f8dfcf5c4e7d587084229b7,0.52336144
be9b2b2b8a1396f15bb362cd8068130d,ec5396c1c5b1dee5677e6cd32a8fc0b4,0.07706222
be9b2b2b8a1396f15bb362cd8068130d,46931c05e760dcd7d8bae2aa64de1409,0.040573336
be9b2b2b8a1396f15bb362cd8068130d,ef83a97a257bcd14b040368d433057dd,0.07002533
be9b2b2b8a1396f15bb362cd8068130d,62b14a488e0daecbbc419196ad68483e,0.33444494
be9b2b2b8a1396f15bb362cd8068130d,a905392f211911702c077cc6d68b79a7,0.27961552
be9b2b2b8a1396f15bb362cd8068130d,9a29c7072d4445705c268b0616b42c41,-0.13879162
be9b2b2b8a1396f15bb362cd8068130d,f0afc9484be0813bf9d6a71ee6dba0a2,-0.050218787
be9b2b2b8a1396f15bb362cd8068130d,be9b2b2b8a1396f15bb362cd8068130d,1.0
be9b2b2b8a1396f15bb362cd8068130d,3db735deea9e134442d9bf93adf52b98,0.5208864
be9b2b2b8a1396f15bb362cd8068130d,b9b0d15647624e0fc1451a0de00e487a,0.09880899
be9b2b2b8a1396f15bb362cd8068130d,d3c022089149fd9f472a4d742703323c,0.12425205
be9b2b2b8a1396f15bb362cd8068130d,9e90c5f7d4d56729c17c725cb7565e12,-0.11193844
be9b2b2b8a1396f15bb362cd8068130d,18334dc829a22259d808b43e1d029824,0.48106208
be9b2b2b8a1396f15bb362cd8068130d,7e02b11cd79d13c0d77ab8370076df3b,0.39986184
3db735deea9e134442d9bf93adf52b98,d5d156772823c8ae2383e9b610a796ce,0.67727035
3db735deea9e134442d9bf93adf52b98,0162518c50d63d5ce740ce27822699d3,0.28404093
3db735deea9e134442d9bf93adf52b98,ce2e102d5599f55deb33454fb419c876,0.54784
3db735deea9e134442d9bf93adf52b98,17c696661b82940b24d3713a81aaf7b8,0.18981953
